gender,age,category,quantity,price
Male,52,Toys,3,107.52
Male,57,Books,5,75.75
Male,56,Food & Beverage,2,10.46
Female,18,Clothing,5,1500.4
Female,38,Clothing,4,1200.32
Male,22,Cosmetics,3,121.98
Female,25,Food & Beverage,2,10.46
Female,45,Clothing,4,1200.32
Female,60,Cosmetics,1,40.66
Male,41,Cosmetics,5,203.3
Female,30,Clothing,5,1500.4
Female,59,Food & Beverage,5,26.15
Female,19,Shoes,5,3000.85
Male,43,Clothing,1,300.08
Male,38,Food & Beverage,1,5.23
Male,32,Clothing,1,300.08
Male,49,Clothing,5,1500.4
Female,52,Food & Beverage,1,5.23
Female,18,Food & Beverage,5,26.15
Male,52,Clothing,4,1200.32
Male,26,Clothing,1,300.08
Female,20,Clothing,2,600.16
Female,52,Cosmetics,2,81.32
Male,57,Clothing,1,300.08
Female,43,Cosmetics,3,121.98
Male,56,Cosmetics,5,203.3
Female,36,Books,2,30.3
Male,25,Clothing,3,900.24
Female,29,Cosmetics,1,40.66
Female,24,Toys,2,71.68
Female,58,Technology,5,5250
Female,58,Clothing,4,1200.32
Female,36,Food & Beverage,4,20.92
Male,68,Clothing,3,900.24
Female,47,Cosmetics,3,121.98
Female,33,Clothing,4,1200.32
Male,31,Food & Beverage,5,26.15
Female,52,Toys,1,35.84
Female,60,Cosmetics,5,203.3
Male,22,Clothing,5,1500.4
Female,22,Souvenir,4,46.92
Female,28,Toys,5,179.2
Male,23,Technology,5,5250
Male,48,Food & Beverage,1,5.23
Male,39,Shoes,2,1200.34
Female,25,Shoes,1,600.17
Female,67,Clothing,1,300.08
Female,39,Clothing,2,600.16
Female,22,Clothing,1,300.08
Male,50,Clothing,2,600.16
Female,50,Clothing,2,600.16
Male,27,Cosmetics,4,162.64
Male,39,Clothing,5,1500.4
Male,67,Books,4,60.6
Male,66,Cosmetics,3,121.98
Female,69,Clothing,4,1200.32
Male,51,Food & Beverage,2,10.46
Male,41,Clothing,3,900.24
Female,68,Toys,5,179.2
Female,19,Clothing,3,900.24
Male,51,Technology,3,3150
Female,56,Toys,2,71.68
Male,51,Clothing,3,900.24
Male,27,Toys,1,35.84
Male,35,Cosmetics,5,203.3
Female,41,Clothing,2,600.16
Female,45,Clothing,3,900.24
Female,24,Clothing,4,1200.32
Male,36,Clothing,1,300.08
Male,30,Cosmetics,1,40.66
Female,59,Clothing,5,1500.4
Male,45,Clothing,5,1500.4
Female,41,Toys,1,35.84
Female,53,Clothing,3,900.24
Female,65,Food & Beverage,3,15.69
Male,45,Books,4,60.6
Female,63,Technology,4,4200
Male,45,Food & Beverage,1,5.23
Female,63,Clothing,4,1200.32
Female,47,Clothing,5,1500.4
Female,38,Souvenir,5,58.65
Female,62,Toys,5,179.2
Male,45,Shoes,2,1200.34
Female,49,Cosmetics,3,121.98
Female,32,Food & Beverage,1,5.23
Female,26,Toys,1,35.84
Female,25,Cosmetics,5,203.3
Female,47,Clothing,4,1200.32
Female,41,Clothing,3,900.24
Female,31,Clothing,3,900.24
Male,44,Souvenir,3,35.19
Male,62,Cosmetics,2,81.32
Male,55,Food & Beverage,1,5.23
Male,56,Cosmetics,2,81.32
Male,59,Clothing,2,600.16
Female,30,Food & Beverage,4,20.92
Female,59,Shoes,1,600.17
Male,66,Cosmetics,2,81.32
Female,41,Food & Beverage,2,10.46
Female,26,Food & Beverage,5,26.15
Female,38,Clothing,5,1500.4
Male,52,Toys,4,143.36
Female,66,Food & Beverage,3,15.69
Male,23,Clothing,2,600.16
Female,45,Souvenir,4,46.92
Male,36,Cosmetics,3,121.98
Female,29,Toys,1,35.84
Female,28,Technology,5,5250
Male,27,Technology,4,4200
Female,38,Shoes,3,1800.51
Female,25,Clothing,5,1500.4
Female,33,Technology,5,5250
Female,36,Clothing,1,300.08
Male,32,Shoes,2,1200.34
Female,59,Shoes,5,3000.85
Female,37,Clothing,2,600.16
Male,26,Shoes,2,1200.34
Female,65,Shoes,5,3000.85
Male,51,Toys,4,143.36
Male,20,Cosmetics,2,81.32
Male,38,Cosmetics,5,203.3
Female,39,Cosmetics,1,40.66
Female,23,Food & Beverage,1,5.23
Male,48,Clothing,3,900.24
Male,51,Shoes,5,3000.85
Male,33,Cosmetics,3,121.98
Female,42,Toys,5,179.2
Male,47,Cosmetics,3,121.98
Female,55,Clothing,1,300.08
Male,43,Shoes,5,3000.85
Female,28,Cosmetics,4,162.64
Male,52,Books,1,15.15
Male,62,Clothing,1,300.08
Male,20,Clothing,1,300.08
Female,34,Shoes,2,1200.34
Female,48,Clothing,2,600.16
Female,62,Souvenir,1,11.73
Male,65,Food & Beverage,1,5.23
Male,35,Books,5,75.75
Female,48,Clothing,3,900.24
Female,63,Toys,5,179.2
Female,58,Clothing,1,300.08
Male,55,Clothing,3,900.24
Female,67,Cosmetics,4,162.64
Female,18,Technology,2,2100
Male,27,Souvenir,5,58.65
Male,38,Cosmetics,4,162.64
Female,57,Technology,2,2100
Male,63,Cosmetics,4,162.64
Male,54,Cosmetics,2,81.32
Female,54,Shoes,4,2400.68
Female,43,Clothing,4,1200.32
Female,60,Souvenir,1,11.73
Female,66,Souvenir,1,11.73
Male,43,Clothing,5,1500.4
Female,27,Clothing,3,900.24
Male,30,Clothing,1,300.08
Male,34,Books,4,60.6
Female,22,Shoes,1,600.17
Female,27,Clothing,4,1200.32
Female,62,Books,1,15.15
Female,42,Clothing,5,1500.4
Male,43,Food & Beverage,5,26.15
Female,53,Toys,2,71.68
Female,31,Clothing,4,1200.32
Female,32,Toys,1,35.84
Female,18,Cosmetics,4,162.64
Female,31,Clothing,1,300.08
Male,48,Clothing,3,900.24
Male,49,Clothing,3,900.24
Female,58,Clothing,1,300.08
Female,63,Cosmetics,3,121.98
Female,51,Food & Beverage,1,5.23
Female,28,Clothing,1,300.08
Female,52,Books,5,75.75
Female,59,Cosmetics,5,203.3
Female,59,Clothing,5,1500.4
Female,35,Cosmetics,3,121.98
Female,52,Cosmetics,2,81.32
Female,24,Food & Beverage,3,15.69
Female,24,Cosmetics,1,40.66
Male,41,Clothing,4,1200.32
Female,51,Books,1,15.15
Male,59,Toys,3,107.52
Male,42,Clothing,5,1500.4
Male,59,Toys,5,179.2
Female,54,Clothing,5,1500.4
Female,24,Books,5,75.75
Female,59,Clothing,3,900.24
Female,27,Clothing,2,600.16
Female,61,Food & Beverage,4,20.92
Female,24,Toys,1,35.84
Female,55,Books,3,45.45
Male,21,Books,2,30.3
Male,28,Clothing,5,1500.4
Male,23,Clothing,1,300.08
Female,30,Clothing,5,1500.4
Female,30,Clothing,5,1500.4
Male,51,Souvenir,3,35.19
Male,30,Food & Beverage,3,15.69
Female,60,Toys,2,71.68
Female,52,Clothing,2,600.16
Female,69,Clothing,5,1500.4
Female,23,Cosmetics,5,203.3
Male,18,Cosmetics,1,40.66
Male,63,Clothing,3,900.24
Male,36,Toys,2,71.68
Female,38,Toys,5,179.2
Female,33,Clothing,5,1500.4
Female,54,Food & Beverage,4,20.92
Female,33,Souvenir,2,23.46
Male,67,Cosmetics,2,81.32
Male,37,Shoes,2,1200.34
Male,52,Clothing,5,1500.4
Female,47,Clothing,2,600.16
Male,36,Toys,3,107.52
Male,28,Clothing,1,300.08
Male,38,Clothing,5,1500.4
Female,41,Clothing,4,1200.32
Female,48,Food & Beverage,1,5.23
Male,50,Clothing,5,1500.4
Female,46,Food & Beverage,3,15.69
Female,24,Cosmetics,4,162.64
Male,58,Toys,5,179.2
Female,50,Books,2,30.3
Female,57,Technology,5,5250
Male,31,Shoes,3,1800.51
Female,44,Souvenir,1,11.73
Female,18,Shoes,3,1800.51
Male,23,Food & Beverage,4,20.92
Male,37,Cosmetics,4,162.64
Female,49,Toys,4,143.36
Female,36,Clothing,2,600.16
Male,48,Technology,1,1050
Female,32,Clothing,3,900.24
Female,24,Books,4,60.6
Female,60,Clothing,1,300.08
Female,66,Cosmetics,2,81.32
Male,35,Toys,2,71.68
Female,39,Technology,4,4200
Male,45,Cosmetics,4,162.64
Female,59,Toys,3,107.52
Male,50,Clothing,1,300.08
Female,36,Clothing,2,600.16
Male,52,Clothing,3,900.24
Female,27,Shoes,5,3000.85
Female,58,Clothing,3,900.24
Female,22,Technology,5,5250
Female,36,Books,1,15.15
Female,52,Food & Beverage,2,10.46
Female,61,Clothing,5,1500.4
Female,36,Clothing,2,600.16
Female,40,Cosmetics,5,203.3
Female,29,Shoes,5,3000.85
Female,60,Clothing,5,1500.4
Male,23,Clothing,3,900.24
Female,33,Cosmetics,1,40.66
Female,25,Shoes,4,2400.68
Female,31,Cosmetics,1,40.66
Female,64,Clothing,4,1200.32
Male,21,Shoes,4,2400.68
Male,48,Food & Beverage,2,10.46
Female,40,Clothing,2,600.16
Female,21,Clothing,2,600.16
Female,25,Books,5,75.75
Female,55,Clothing,4,1200.32
Female,46,Clothing,2,600.16
Male,52,Toys,2,71.68
Female,39,Clothing,1,300.08
Male,64,Food & Beverage,3,15.69
Female,41,Clothing,4,1200.32
Female,52,Toys,2,71.68
Female,68,Cosmetics,5,203.3
Female,42,Toys,4,143.36
Male,50,Clothing,3,900.24
Female,56,Food & Beverage,4,20.92
Female,23,Clothing,5,1500.4
Female,63,Books,1,15.15
Female,24,Technology,2,2100
Male,23,Food & Beverage,1,5.23
Female,62,Food & Beverage,1,5.23
Female,64,Clothing,5,1500.4
Female,66,Technology,4,4200
Male,42,Toys,4,143.36
Male,42,Toys,2,71.68
Male,31,Clothing,4,1200.32
Female,24,Food & Beverage,3,15.69
Male,57,Food & Beverage,4,20.92
Female,60,Food & Beverage,2,10.46
Male,19,Clothing,1,300.08
Female,43,Food & Beverage,1,5.23
Female,37,Clothing,2,600.16
Male,28,Toys,1,35.84
Male,63,Technology,4,4200
Female,52,Toys,2,71.68
Female,57,Shoes,2,1200.34
Male,45,Food & Beverage,5,26.15
Female,64,Books,4,60.6
Male,41,Food & Beverage,4,20.92
Male,45,Books,5,75.75
Male,64,Cosmetics,5,203.3
Female,48,Clothing,5,1500.4
Female,34,Clothing,2,600.16
Female,22,Food & Beverage,3,15.69
Female,55,Clothing,4,1200.32
Male,21,Food & Beverage,2,10.46
Male,54,Clothing,1,300.08
Male,45,Toys,2,71.68
Female,62,Cosmetics,5,203.3
Male,55,Cosmetics,2,81.32
Female,38,Books,5,75.75
Female,37,Food & Beverage,5,26.15
Female,33,Books,2,30.3
Male,65,Clothing,3,900.24
Female,39,Food & Beverage,2,10.46
Female,59,Food & Beverage,5,26.15
Female,39,Food & Beverage,1,5.23
Male,39,Clothing,4,1200.32
Male,54,Clothing,4,1200.32
Female,65,Food & Beverage,1,5.23
Female,37,Food & Beverage,4,20.92
Male,57,Shoes,3,1800.51
Female,46,Cosmetics,1,40.66
Male,30,Toys,4,143.36
Female,24,Cosmetics,4,162.64
Male,62,Cosmetics,5,203.3
Male,56,Clothing,2,600.16
Male,49,Books,5,75.75
Female,53,Clothing,2,600.16
Female,38,Cosmetics,5,203.3
Female,23,Clothing,3,900.24
Male,56,Food & Beverage,3,15.69
Male,69,Cosmetics,5,203.3
Female,37,Clothing,5,1500.4
Female,51,Cosmetics,5,203.3
Female,39,Shoes,1,600.17
Female,58,Shoes,1,600.17
Male,43,Souvenir,5,58.65
Female,68,Toys,2,71.68
Male,67,Clothing,2,600.16
Male,32,Shoes,5,3000.85
Female,29,Clothing,1,300.08
Female,32,Clothing,2,600.16
Male,26,Clothing,1,300.08
Female,44,Cosmetics,4,162.64
Female,69,Food & Beverage,4,20.92
Female,31,Shoes,4,2400.68
Female,19,Clothing,3,900.24
Female,43,Toys,2,71.68
Female,26,Shoes,3,1800.51
Female,51,Clothing,2,600.16
Male,40,Clothing,3,900.24
Female,37,Shoes,3,1800.51
Female,69,Cosmetics,3,121.98
Female,20,Books,1,15.15
Female,24,Books,5,75.75
Female,28,Food & Beverage,2,10.46
Female,35,Clothing,4,1200.32
Male,62,Food & Beverage,5,26.15
Female,69,Clothing,2,600.16
Male,30,Food & Beverage,4,20.92
Male,57,Clothing,5,1500.4
Male,68,Food & Beverage,4,20.92
Female,22,Cosmetics,5,203.3
Female,59,Clothing,1,300.08
Male,29,Clothing,5,1500.4
Female,39,Clothing,5,1500.4
Female,24,Clothing,1,300.08
Female,59,Clothing,5,1500.4
Female,58,Cosmetics,2,81.32
Male,28,Souvenir,4,46.92
Female,45,Cosmetics,4,162.64
Female,39,Books,4,60.6
Male,26,Toys,4,143.36
Female,31,Shoes,5,3000.85
Female,44,Cosmetics,5,203.3
Female,56,Shoes,2,1200.34
Male,22,Food & Beverage,4,20.92
Female,52,Books,5,75.75
Male,65,Cosmetics,5,203.3
Female,34,Cosmetics,1,40.66
Female,44,Cosmetics,1,40.66
Female,40,Cosmetics,3,121.98
Female,32,Clothing,5,1500.4
Male,69,Technology,4,4200
Female,62,Clothing,2,600.16
Male,32,Toys,1,35.84
Female,53,Clothing,2,600.16
Female,40,Souvenir,1,11.73
Male,66,Food & Beverage,1,5.23
Female,39,Clothing,3,900.24
Male,41,Food & Beverage,2,10.46
Female,41,Toys,1,35.84
Male,37,Books,2,30.3
Female,61,Clothing,1,300.08
Male,36,Cosmetics,2,81.32
Male,34,Cosmetics,1,40.66
Female,20,Food & Beverage,2,10.46
Female,38,Food & Beverage,2,10.46
Male,54,Food & Beverage,4,20.92
Female,49,Technology,3,3150
Female,54,Clothing,2,600.16
Female,50,Cosmetics,2,81.32
Female,30,Food & Beverage,3,15.69
Female,48,Shoes,5,3000.85
Female,31,Souvenir,3,35.19
Female,43,Toys,1,35.84
Female,60,Toys,4,143.36
Male,44,Cosmetics,4,162.64
Female,59,Food & Beverage,5,26.15
Male,60,Souvenir,1,11.73
Female,64,Food & Beverage,4,20.92
Female,38,Food & Beverage,4,20.92
Male,48,Shoes,3,1800.51
Female,42,Shoes,1,600.17
Female,62,Clothing,2,600.16
Female,62,Clothing,3,900.24
Female,40,Clothing,4,1200.32
Female,32,Clothing,5,1500.4
Male,62,Cosmetics,1,40.66
Female,19,Books,4,60.6
Female,21,Souvenir,4,46.92
Female,35,Food & Beverage,4,20.92
Female,24,Food & Beverage,5,26.15
Female,25,Souvenir,5,58.65
Male,62,Clothing,1,300.08
Female,36,Clothing,1,300.08
Female,38,Food & Beverage,2,10.46
Female,65,Shoes,5,3000.85
Male,42,Souvenir,3,35.19
Male,56,Technology,3,3150
Male,37,Shoes,5,3000.85
Female,65,Clothing,2,600.16
Male,31,Cosmetics,2,81.32
Female,25,Cosmetics,4,162.64
Female,58,Clothing,2,600.16
Female,51,Cosmetics,5,203.3
Male,23,Technology,3,3150
Male,55,Shoes,5,3000.85
Male,60,Technology,1,1050
Male,36,Toys,2,71.68
Female,27,Clothing,1,300.08
Male,47,Toys,5,179.2
Male,56,Food & Beverage,1,5.23
Male,18,Clothing,1,300.08
Male,64,Food & Beverage,3,15.69
Female,20,Souvenir,1,11.73
Male,28,Cosmetics,3,121.98
Female,40,Technology,4,4200
Female,42,Food & Beverage,5,26.15
Female,66,Clothing,1,300.08
Female,22,Clothing,1,300.08
Male,31,Clothing,3,900.24
Male,61,Technology,2,2100
Male,37,Souvenir,3,35.19
Female,62,Cosmetics,5,203.3
Male,47,Clothing,2,600.16
Female,51,Technology,1,1050
Male,52,Books,4,60.6
Female,27,Shoes,5,3000.85
Male,49,Clothing,2,600.16
Male,24,Food & Beverage,4,20.92
Female,69,Toys,3,107.52
Female,66,Toys,2,71.68
Male,63,Clothing,4,1200.32
Male,34,Shoes,4,2400.68
Male,19,Food & Beverage,3,15.69
Female,56,Clothing,2,600.16
Female,65,Clothing,1,300.08
Female,24,Clothing,5,1500.4
Female,21,Shoes,1,600.17
Female,61,Cosmetics,2,81.32
Female,58,Clothing,1,300.08
Male,41,Cosmetics,5,203.3
Female,65,Clothing,4,1200.32
Female,22,Cosmetics,2,81.32
Male,30,Clothing,5,1500.4
Female,37,Shoes,1,600.17
Male,39,Clothing,4,1200.32
Female,48,Food & Beverage,3,15.69
Female,50,Food & Beverage,5,26.15
Male,37,Books,3,45.45
Male,47,Toys,1,35.84
Male,23,Books,5,75.75
Female,32,Shoes,1,600.17
Female,42,Cosmetics,4,162.64
Female,65,Clothing,5,1500.4
Male,34,Cosmetics,1,40.66
Female,49,Souvenir,1,11.73
Female,32,Clothing,1,300.08
Female,28,Clothing,4,1200.32
Male,28,Food & Beverage,1,5.23
Female,53,Clothing,5,1500.4
Female,22,Shoes,3,1800.51
Male,38,Toys,5,179.2
Female,41,Clothing,5,1500.4
Female,55,Clothing,3,900.24
Female,43,Shoes,3,1800.51
Female,37,Cosmetics,1,40.66
Male,59,Clothing,2,600.16
Female,32,Cosmetics,4,162.64
Female,43,Books,1,15.15
Male,35,Clothing,4,1200.32
Male,28,Food & Beverage,4,20.92
Female,64,Clothing,3,900.24
Female,35,Food & Beverage,4,20.92
Female,36,Food & Beverage,4,20.92
Female,58,Food & Beverage,1,5.23
Female,33,Toys,2,71.68
Male,51,Clothing,5,1500.4
Female,50,Food & Beverage,5,26.15
Female,55,Cosmetics,5,203.3
Female,21,Books,1,15.15
Female,69,Clothing,2,600.16
Female,32,Food & Beverage,3,15.69
Male,55,Shoes,5,3000.85
Female,45,Food & Beverage,1,5.23
Female,38,Food & Beverage,1,5.23
Male,61,Cosmetics,5,203.3
Female,58,Cosmetics,1,40.66
Female,54,Clothing,3,900.24
Male,54,Shoes,3,1800.51
Male,56,Toys,5,179.2
Male,49,Shoes,1,600.17
Female,49,Food & Beverage,4,20.92
Female,69,Shoes,1,600.17
Female,60,Cosmetics,5,203.3
Male,46,Clothing,3,900.24
Female,37,Clothing,4,1200.32
Male,59,Food & Beverage,3,15.69
Male,23,Food & Beverage,1,5.23
Female,41,Books,3,45.45
Male,30,Technology,1,1050
Male,46,Books,2,30.3
Female,39,Clothing,3,900.24
Male,54,Food & Beverage,3,15.69
Female,60,Clothing,1,300.08
Female,26,Clothing,4,1200.32
Female,40,Clothing,2,600.16
Female,67,Food & Beverage,5,26.15
Female,41,Shoes,4,2400.68
Female,34,Clothing,4,1200.32
Female,42,Technology,5,5250
Female,29,Clothing,2,600.16
Female,40,Food & Beverage,5,26.15
Male,43,Shoes,5,3000.85
Male,37,Clothing,4,1200.32
Male,27,Books,2,30.3
Female,43,Clothing,4,1200.32
Male,56,Clothing,1,300.08
Male,36,Food & Beverage,3,15.69
Female,55,Books,1,15.15
Male,60,Cosmetics,4,162.64
Female,48,Clothing,3,900.24
Female,36,Clothing,5,1500.4
Female,27,Shoes,1,600.17
Male,35,Clothing,4,1200.32
Female,19,Clothing,2,600.16
Female,67,Clothing,2,600.16
Male,28,Food & Beverage,1,5.23
Male,31,Technology,3,3150
Female,62,Shoes,5,3000.85
Male,44,Clothing,5,1500.4
Male,59,Toys,3,107.52
Male,60,Souvenir,1,11.73
Male,25,Cosmetics,1,40.66
Female,39,Clothing,2,600.16
Female,55,Shoes,4,2400.68
Female,34,Cosmetics,5,203.3
Female,45,Cosmetics,1,40.66
Female,62,Clothing,3,900.24
Female,22,Technology,2,2100
Female,37,Toys,5,179.2
Male,40,Food & Beverage,1,5.23
Female,40,Souvenir,1,11.73
Male,68,Clothing,2,600.16
Male,49,Clothing,1,300.08
Male,56,Cosmetics,4,162.64
Female,28,Clothing,5,1500.4
Female,44,Cosmetics,2,81.32
Male,35,Cosmetics,3,121.98
Female,60,Clothing,4,1200.32
Female,39,Clothing,1,300.08
Female,25,Cosmetics,3,121.98
Male,36,Books,2,30.3
Male,55,Shoes,2,1200.34
Female,36,Shoes,3,1800.51
Male,57,Food & Beverage,5,26.15
Male,58,Shoes,3,1800.51
Female,64,Souvenir,4,46.92
Female,59,Souvenir,1,11.73
Male,41,Food & Beverage,2,10.46
Female,23,Books,3,45.45
Female,43,Food & Beverage,4,20.92
Female,30,Cosmetics,3,121.98
Female,21,Clothing,3,900.24
Female,37,Technology,5,5250
Male,39,Clothing,2,600.16
Male,27,Clothing,2,600.16
Female,36,Food & Beverage,3,15.69
Female,65,Cosmetics,3,121.98
Female,67,Food & Beverage,5,26.15
Female,51,Cosmetics,4,162.64
Female,50,Clothing,2,600.16
Female,41,Clothing,4,1200.32
Female,58,Souvenir,5,58.65
Female,19,Toys,2,71.68
Male,27,Food & Beverage,3,15.69
Male,23,Food & Beverage,5,26.15
Female,39,Cosmetics,4,162.64
Female,36,Food & Beverage,1,5.23
Male,69,Toys,5,179.2
Male,35,Technology,4,4200
Female,61,Clothing,5,1500.4
Female,65,Food & Beverage,1,5.23
Male,46,Cosmetics,4,162.64
Male,48,Toys,1,35.84
Female,29,Cosmetics,4,162.64
Female,64,Clothing,5,1500.4
Female,63,Toys,3,107.52
Male,33,Clothing,4,1200.32
Male,39,Shoes,4,2400.68
Female,24,Shoes,3,1800.51
Female,39,Clothing,1,300.08
Male,23,Toys,2,71.68
Female,27,Clothing,1,300.08
Female,31,Souvenir,2,23.46
Female,68,Clothing,2,600.16
Female,57,Technology,4,4200
Female,21,Clothing,5,1500.4
Female,45,Cosmetics,1,40.66
Male,59,Food & Beverage,4,20.92
Male,34,Shoes,4,2400.68
Female,44,Souvenir,2,23.46
Male,47,Food & Beverage,5,26.15
Female,34,Clothing,2,600.16
Male,57,Clothing,4,1200.32
Female,56,Food & Beverage,4,20.92
Female,27,Cosmetics,4,162.64
Male,47,Souvenir,5,58.65
Female,59,Shoes,1,600.17
Male,69,Food & Beverage,4,20.92
Female,55,Food & Beverage,1,5.23
Male,63,Clothing,5,1500.4
Male,40,Clothing,3,900.24
Female,45,Clothing,1,300.08
Female,65,Clothing,3,900.24
Female,49,Clothing,5,1500.4
Female,29,Clothing,2,600.16
Male,58,Clothing,4,1200.32
Male,30,Clothing,1,300.08
Female,37,Food & Beverage,4,20.92
Female,64,Food & Beverage,3,15.69
Female,18,Cosmetics,4,162.64
Male,32,Clothing,1,300.08
Male,62,Shoes,2,1200.34
Female,27,Toys,3,107.52
Male,62,Cosmetics,2,81.32
Male,33,Clothing,1,300.08
Male,24,Cosmetics,5,203.3
Female,40,Souvenir,2,23.46
Female,60,Clothing,4,1200.32
Female,42,Clothing,1,300.08
Male,20,Food & Beverage,3,15.69
Female,36,Toys,1,35.84
Female,40,Cosmetics,1,40.66
Female,42,Clothing,3,900.24
Male,55,Cosmetics,4,162.64
Female,52,Food & Beverage,3,15.69
Female,51,Toys,2,71.68
Female,29,Clothing,3,900.24
Male,30,Souvenir,4,46.92
Male,54,Cosmetics,5,203.3
Male,46,Technology,4,4200
Female,41,Food & Beverage,2,10.46
Male,68,Food & Beverage,3,15.69
Female,60,Clothing,3,900.24
Female,30,Technology,4,4200
Male,41,Toys,1,35.84
Male,40,Shoes,3,1800.51
Female,40,Clothing,1,300.08
Male,19,Toys,5,179.2
Female,62,Food & Beverage,3,15.69
Female,19,Clothing,3,900.24
Female,18,Technology,2,2100
Female,21,Clothing,5,1500.4
Female,39,Toys,1,35.84
Male,31,Food & Beverage,2,10.46
Male,58,Cosmetics,5,203.3
Female,48,Cosmetics,1,40.66
Female,54,Shoes,4,2400.68
Male,61,Shoes,4,2400.68
Female,49,Technology,5,5250
Male,28,Shoes,5,3000.85
Female,66,Clothing,2,600.16
Female,21,Clothing,5,1500.4
Female,66,Souvenir,4,46.92
Female,61,Books,4,60.6
Male,22,Food & Beverage,4,20.92
Female,58,Cosmetics,1,40.66
Female,31,Food & Beverage,1,5.23
Male,54,Toys,3,107.52
Female,62,Clothing,5,1500.4
Female,61,Technology,1,1050
Female,68,Clothing,5,1500.4
Female,33,Shoes,3,1800.51
Male,36,Food & Beverage,3,15.69
Female,64,Clothing,1,300.08
Male,44,Clothing,5,1500.4
Male,31,Clothing,4,1200.32
Female,25,Books,3,45.45
Male,66,Clothing,5,1500.4
Female,62,Clothing,2,600.16
Female,21,Clothing,3,900.24
Female,66,Clothing,1,300.08
Female,41,Food & Beverage,4,20.92
Female,40,Shoes,4,2400.68
Male,61,Toys,2,71.68
Female,32,Clothing,4,1200.32
Male,38,Cosmetics,2,81.32
Female,30,Food & Beverage,2,10.46
Female,21,Clothing,4,1200.32
Male,32,Food & Beverage,2,10.46
Female,30,Souvenir,3,35.19
Female,38,Shoes,4,2400.68
Female,55,Clothing,1,300.08
Female,24,Clothing,1,300.08
Female,50,Toys,1,35.84
Female,26,Books,4,60.6
Female,52,Toys,3,107.52
Male,30,Cosmetics,5,203.3
Male,18,Clothing,5,1500.4
Male,45,Cosmetics,1,40.66
Female,23,Food & Beverage,5,26.15
Female,33,Clothing,4,1200.32
Female,29,Cosmetics,3,121.98
Male,31,Books,5,75.75
Male,42,Food & Beverage,2,10.46
Male,64,Clothing,1,300.08
Female,58,Food & Beverage,4,20.92
Male,49,Shoes,2,1200.34
Female,44,Books,5,75.75
Female,38,Toys,5,179.2
Female,49,Food & Beverage,4,20.92
Female,62,Shoes,3,1800.51
Female,60,Clothing,3,900.24
Female,29,Cosmetics,2,81.32
Female,24,Books,2,30.3
Female,24,Cosmetics,2,81.32
Male,37,Clothing,5,1500.4
Female,21,Clothing,3,900.24
Male,58,Shoes,2,1200.34
Female,36,Food & Beverage,2,10.46
Female,49,Cosmetics,3,121.98
Female,60,Clothing,1,300.08
Female,40,Clothing,5,1500.4
Female,68,Clothing,5,1500.4
Female,18,Food & Beverage,2,10.46
Male,60,Clothing,2,600.16
Female,59,Souvenir,2,23.46
Female,52,Clothing,5,1500.4
Female,49,Cosmetics,1,40.66
Male,63,Cosmetics,5,203.3
Female,26,Shoes,1,600.17
Female,25,Toys,5,179.2
Female,47,Cosmetics,3,121.98
Male,43,Clothing,2,600.16
Male,25,Cosmetics,3,121.98
Female,46,Clothing,4,1200.32
Male,25,Cosmetics,2,81.32
Male,61,Clothing,4,1200.32
Female,33,Clothing,2,600.16
Female,61,Cosmetics,2,81.32
Female,41,Cosmetics,2,81.32
Female,35,Books,1,15.15
Female,30,Food & Beverage,5,26.15
Male,25,Food & Beverage,2,10.46
Male,45,Souvenir,3,35.19
Male,51,Clothing,5,1500.4
Female,41,Books,3,45.45
Female,23,Toys,2,71.68
Female,26,Food & Beverage,2,10.46
Male,58,Books,4,60.6
Female,46,Toys,4,143.36
Female,47,Cosmetics,2,81.32
Female,55,Books,2,30.3
Female,68,Food & Beverage,5,26.15
Female,28,Clothing,3,900.24
Male,59,Clothing,1,300.08
Female,54,Toys,1,35.84
Female,55,Clothing,4,1200.32
Female,49,Clothing,5,1500.4
Male,60,Cosmetics,3,121.98
Female,33,Toys,2,71.68
Female,33,Toys,4,143.36
Male,30,Books,4,60.6
Male,35,Clothing,3,900.24
Male,50,Technology,3,3150
Male,26,Food & Beverage,3,15.69
Female,25,Books,1,15.15
Female,58,Toys,2,71.68
Female,26,Clothing,4,1200.32
Female,63,Food & Beverage,4,20.92
Female,26,Shoes,1,600.17
Male,48,Cosmetics,2,81.32
Female,64,Clothing,5,1500.4
Female,23,Cosmetics,4,162.64
Female,32,Clothing,3,900.24
Female,22,Food & Beverage,3,15.69
Female,33,Shoes,3,1800.51
Female,49,Shoes,2,1200.34
Male,28,Shoes,3,1800.51
Male,49,Toys,5,179.2
Female,61,Clothing,2,600.16
Male,38,Clothing,1,300.08
Male,20,Clothing,5,1500.4
Male,22,Clothing,2,600.16
Male,19,Shoes,3,1800.51
Male,23,Clothing,5,1500.4
Male,49,Toys,5,179.2
Female,33,Clothing,2,600.16
Female,23,Technology,3,3150
Male,54,Food & Beverage,1,5.23
Female,28,Souvenir,1,11.73
Female,48,Books,2,30.3
Male,38,Cosmetics,1,40.66
Female,27,Food & Beverage,4,20.92
Female,56,Clothing,5,1500.4
Female,54,Souvenir,1,11.73
Female,37,Shoes,1,600.17
Female,34,Shoes,5,3000.85
Male,51,Cosmetics,3,121.98
Female,47,Clothing,5,1500.4
Female,34,Toys,2,71.68
Female,29,Books,5,75.75
